station,-5.0,-2.5,0.0,2.5,5.0,spread_pct
Hesperange,80.125,81.114,82.372,79.007,78.265,4.986
Livange,53.750,48.930,47.647,46.874,45.704,16.887
Pfaffenthal,82.161,82.670,84.339,82.718,81.130,3.805
Steinsel,108.865,104.527,102.541,99.828,98.498,10.110
Walferdange,68.491,68.382,68.274,68.165,68.279,0.477
